tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-06-13,300,2,3,0.67,5000.00
906031,"Гостиница ""Матрёшка""",2026-06-13,35,10,20,28.57,5103.00
1265180,"Отель ""Байкал Бизнес Центр""",2026-06-13,59,7,17,11.86,6400.00
1328740,"Гостиница ""На Звездинской""",2026-06-13,30,6,12,20.0,5000.00
1296851,"Гостиница ""Русь""",2026-06-13,56,9,21,16.07,4600.00
1889753,"Мини-отель ""Проспект""",2026-06-13,4,2,8,50.0,3200.00
1782205,"Гостиница ""Березка""",2026-06-13,8,1,5,12.5,6000.00
1462849,"Гостиница ""7 дорог""",2026-06-13,19,9,34,47.37,8400.00
1490581,"Гостиница ""Юбилейная""",2026-06-13,23,7,13,30.43,2700.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-06-13,30,14,52,46.67,3000.00
1064267,"Мини-отель ""Nice People""",2026-06-13,6,2,3,33.33,3100.00
1298063,"Бутик-отель ""География""",2026-06-13,12,5,10,41.67,7400.00
787596,"Гостиница ""Ochagof""",2026-06-13,23,4,12,17.39,5950.00
1000539,"Отель ""Маяк""",2026-06-13,75,4,9,5.33,10290.00
1277758,"Отель ""Гранд Байкал""",2026-06-13,64,5,11,7.81,5400.00
1372499,"Отель ""Байкал Хан Ольхон""",2026-06-13,37,8,16,21.62,13800.00
904225,"Отель ""Михаил Строгов""",2026-06-13,21,8,14,38.1,4500.00
1032271,"Отель ""Даурия""",2026-06-13,15,3,6,20.0,5000.00
946962,"Отель ""Лотос""",2026-06-13,21,5,11,23.81,2500.00
1265779,"Отель ""Клубный Квартал""",2026-06-13,48,5,10,10.42,3500.00
1296594,"Отель ""Тайга""",2026-06-13,44,10,25,22.73,4900.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-06-13,31,11,26,35.48,4000.00
1343236,"Бутик-отель ""Аристократ""",2026-06-13,12,5,10,41.67,5100.00
1467982,Гостиница,2026-06-13,5,3,5,60.0,2000.00
1390225,"Гостиница ""Добрый Кот""",2026-06-13,10,4,11,40.0,2400.00
1491765,"Гостиница ""130Hotel""",2026-06-13,12,0,0,0.0,
1508283,"Гостиница"" Аврора""",2026-06-13,7,7,17,100.0,2700.00
1609403,"Отель ""Иркут""",2026-06-13,30,10,17,33.33,3000.00
1655828,"Апарт-отель ""Светлый""",2026-06-13,6,4,8,66.67,4500.00
1690094,Гостиница Олимпиада,2026-06-13,25,5,8,20.0,1700.00
1851647,"Парк-Отель ""Шелест""",2026-06-13,8,4,8,50.0,5000.00
1913029,"Отель ""Точка Байкала""",2026-06-13,26,4,16,15.38,6500.00
1892012,"Отель ""Подлеморье""",2026-06-13,14,5,10,35.71,7000.00
1487384,"Парк отель ""Уюга""",2026-06-13,58,8,30,13.79,5000.00
1276636,"Парк-отель ""Бурдугуз""",2026-06-13,69,5,15,7.25,19500.00
1367592,"Отель ""Атлас""",2026-06-13,28,6,16,21.43,4700.00
1367731,"Отель ""Яковлевъ""",2026-06-13,25,3,8,12.0,4600.00
1441288,Отель Армат 4*,2026-06-13,36,7,16,19.44,5300.00
1472664,"Гостиница ""Байкал Форест""",2026-06-13,76,5,15,6.58,7500.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-06-13,15,8,14,53.33,5200.00
1129766,"Доходный дом ""М.А. Листратовой""",2026-06-13,15,9,15,60.0,3330.00
1382100,"Гостиница ""У Истока""",2026-06-13,24,4,8,16.67,3400.00
1450305,Дача БайкалЭко,2026-06-13,10,4,8,40.0,12000.00
1632075,"Отель"" Арбат""",2026-06-13,11,4,6,36.36,2930.00
1785783,"Отель ""Белый Берег""",2026-06-13,5,2,8,40.0,9500.00
2032078,Гостиница «Усадьба Егорова»,2026-06-13,10,8,20,80.0,6000.00
2112642,"Гостиница ""Автовокзал""",2026-06-13,22,6,10,27.27,2600.00
425543,"Отель ""Звезда""",2026-06-13,64,6,14,9.38,7600.00
1378154,"Гостиница ""Байкал - Северное море""",2026-06-13,120,13,33,10.83,5500.00
2063101,"Гостиница ""Азия-Европа""",2026-06-13,19,6,12,31.58,5250.00
767249,"Отель ""Купеческий Дворъ""",2026-06-13,14,9,28,64.29,6970.00
898794,"Бутик-отель ""Маруся""",2026-06-13,14,0,0,0.0,
1335449,Отель Амурский,2026-06-13,17,11,26,64.71,17900.00
1345611,Гостиница,2026-06-13,29,10,24,34.48,10925.00
1390108,"Гостиница  ""Воробьевы горы""",2026-06-13,11,7,28,63.64,11000.00
1802586,"Гостиница ""BAIKAL VIEW""",2026-06-13,99,6,36,6.06,8712.00
1899852,Отель «Байкал-Аляска»,2026-06-13,24,4,8,16.67,9500.00
1979910,"Отель""NUUR HOTEL""",2026-06-13,28,8,24,28.57,7100.00
2036706,"Отель ""Магистраль""",2026-06-13,21,5,11,23.81,3100.00
2110558,"Гостиница ""Малый отель""",2026-06-13,11,8,14,72.73,4500.00
2131235,"Отель ""Усадьба 1901""",2026-06-13,18,8,14,44.44,6000.00
