tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-04-29,300,12,20,4.0,4500.00
906031,"Гостиница ""Матрёшка""",2026-04-29,35,9,19,25.71,4284.00
1265180,"Отель ""Байкал Бизнес Центр""",2026-04-29,59,8,18,13.56,6100.00
1296851,"Гостиница ""Русь""",2026-04-29,56,7,15,12.5,4100.00
1328740,"Гостиница ""На Звездинской""",2026-04-29,30,6,12,20.0,5000.00
1845315,"Апарт -отель ""BaikalStory """,2026-04-29,10,3,16,30.0,4400.00
1889753,"Мини-отель ""Проспект""",2026-04-29,4,3,12,75.0,3700.00
1782205,"Гостиница ""Березка""",2026-04-29,4,1,4,25.0,4830.00
1298063,"Бутик-отель ""География""",2026-04-29,12,4,12,33.33,8100.00
1490581,"Гостиница ""Юбилейная""",2026-04-29,23,9,15,39.13,2500.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-04-29,30,10,35,33.33,3000.00
787596,"Гостиница ""Ochagof""",2026-04-29,23,4,12,17.39,5950.00
1000539,"Отель ""Маяк""",2026-04-29,75,7,13,9.33,7770.00
1277758,"Отель ""Гранд Байкал""",2026-04-29,64,4,10,6.25,4800.00
904225,"Отель ""Михаил Строгов""",2026-04-29,21,10,18,47.62,4500.00
1032271,"Отель ""Даурия""",2026-04-29,15,3,8,20.0,4500.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-04-29,15,8,14,53.33,5200.00
946962,"Отель ""Лотос""",2026-04-29,21,0,0,0.0,
1265779,"Отель ""Клубный Квартал""",2026-04-29,48,5,10,10.42,3400.00
1296594,"Отель ""Тайга""",2026-04-29,44,11,27,25.0,4600.00
1276636,"Парк-отель ""Бурдугуз""",2026-04-29,69,5,15,7.25,19500.00
1287498,"Парк-отель ""Соболинка""",2026-04-29,33,3,7,9.09,4700.00
1367731,"Отель ""Яковлевъ""",2026-04-29,25,6,14,24.0,2900.00
1382100,"Гостиница ""У Истока""",2026-04-29,24,4,8,16.67,3400.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-04-29,31,6,12,19.35,4500.00
1343236,"Бутик-отель ""Аристократ""",2026-04-29,12,6,12,50.0,4500.00
1441288,Отель Армат 4*,2026-04-29,40,8,17,20.0,6200.00
1467982,Гостиница,2026-04-29,5,3,5,60.0,2000.00
1462849,"Гостиница ""7 дорог""",2026-04-29,19,9,31,47.37,7200.00
1490199,Отель «Альпари»,2026-04-29,10,4,10,40.0,2400.00
1390225,"Гостиница ""Добрый Кот""",2026-04-29,10,8,19,80.0,800.00
1491765,"Гостиница ""130Hotel""",2026-04-29,12,5,9,41.67,3500.00
1508283,"Гостиница"" Аврора""",2026-04-29,7,2,5,28.57,2200.00
1609403,"Отель ""Иркут""",2026-04-29,30,10,17,33.33,3200.00
895518,"Гостиница ""Космос""",2026-04-29,16,5,15,31.25,2675.00
1655828,"Апарт-отель ""Светлый""",2026-04-29,6,4,8,66.67,4500.00
1690094,Гостиница Олимпиада,2026-04-29,25,4,7,16.0,1700.00
1851647,"Парк-Отель ""Шелест""",2026-04-29,8,4,8,50.0,5000.00
1892012,"Отель ""Подлеморье""",2026-04-29,14,6,13,42.86,4000.00
1487384,"Парк отель ""Уюга""",2026-04-29,58,10,38,17.24,4500.00
1367592,"Отель ""Атлас""",2026-04-29,28,6,14,21.43,3300.00
425543,"Отель ""Звезда""",2026-04-29,64,6,14,9.38,5200.00
1378154,"Гостиница ""Байкал - Северное море""",2026-04-29,120,14,34,11.67,4500.00
1390108,"Гостиница  ""Воробьевы горы""",2026-04-29,11,0,0,0.0,
1472664,"Гостиница ""Байкал Форест""",2026-04-29,76,0,0,0.0,
2063101,"Гостиница ""Азия-Европа""",2026-04-29,19,0,0,0.0,
1632075,"Отель"" Арбат""",2026-04-29,11,0,0,0.0,
1785783,"Отель ""Белый Берег""",2026-04-29,5,2,12,40.0,9500.00
2032078,Гостиница «Усадьба Егорова»,2026-04-29,10,8,20,80.0,4700.00
767249,"Отель ""Купеческий Дворъ""",2026-04-29,14,10,29,71.43,6700.00
898794,"Бутик-отель ""Маруся""",2026-04-29,14,4,9,28.57,5250.00
1129766,"Доходный дом ""М.А. Листратовой""",2026-04-29,15,10,18,66.67,4440.00
1335449,Отель Амурский,2026-04-29,17,10,22,58.82,14000.00
1345611,Гостиница,2026-04-29,29,10,24,34.48,8625.00
1802586,"Гостиница ""BAIKAL VIEW""",2026-04-29,99,2,4,2.02,10764.00
1899852,Отель «Байкал-Аляска»,2026-04-29,24,4,8,16.67,9500.00
1979910,"Отель""NUUR HOTEL""",2026-04-29,28,8,21,28.57,7000.00
1993192,"Парк-отель ""Алтан""",2026-04-29,21,8,24,38.1,12500.00
2036706,"Отель ""Магистраль""",2026-04-29,21,9,25,42.86,3100.00
1019043,"Гостиница ""Спектр""",2026-04-29,14,4,10,28.57,2800.00
1367536,"Отель ""Санаторий Солнечный""",2026-04-29,125,4,8,3.2,4350.00
2110558,"Гостиница ""Малый отель""",2026-04-29,11,8,15,72.73,4500.00
2112642,"Гостиница ""Автовокзал""",2026-04-29,22,7,12,31.82,2600.00
